Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
15,Sunday Aug 9,boxscore,HOU,@,OAK,L,2,7,,6-9,3,5.5,Luzardo,Javier,Smith,2:58,D,,1.22,-----,
16,Monday Aug 10,boxscore,HOU,,SFG,W,6,4,,7-9,2,4.5,McCullers,Webb,Pressly,3:07,N,,1.07,+,
17,Tuesday Aug 11,boxscore,HOU,,SFG,L,6,7,10,7-10,3,4.5,Gott,Sneed,Rogers,3:52,N,,1.12,-,
18,Wednesday Aug 12,boxscore,HOU,,SFG,W,5,1,,8-10,3,4.5,Greinke,Baragar,,3:25,N,,1.08,+,
19,Friday Aug 14,boxscore,HOU,,SEA,W,11,1,,9-10,3,4.5,Valdez,Cortes,,3:10,N,,1.25,++,
20,Saturday Aug 15,boxscore,HOU,,SEA,W,2,1,,10-10,3,4.5,Javier,Margevicius,Pressly,2:30,N,,1.28,+++,
21,Sunday Aug 16,boxscore,HOU,,SEA,W-wo,3,2,,11-10,2,4.5,Pressly,Swanson,,2:56,D,,1.27,++++,
22,Monday Aug 17,boxscore,HOU,,COL,W,2,1,,12-10,2,3.5,Bielak,Freeland,Taylor,2:50,N,,1.18,+++++,
23,Tuesday Aug 18,boxscore,HOU,,COL,W-wo,2,1,11,13-10,2,2.5,Scrubb,Diaz,,3:03,D,,1.16,++++++,
24,Wednesday Aug 19,boxscore,HOU,@,COL,W,13,6,,14-10,2,2.5,Valdez,Castellani,,3:09,N,,1.09,+++++++,
25,Thursday Aug 20,boxscore,HOU,@,COL,W,10,8,,15-10,2,2.5,Paredes,Marquez,Pressly,3:31,D,,1.01,++++++++,
26,Friday Aug 21,boxscore,HOU,@,SDP,L,3,4,,15-11,2,3.5,Guerra,McCullers,Pagan,3:41,N,,.93,-,
27,Saturday Aug 22,boxscore,HOU,@,SDP,L,2,13,,15-12,2,3.5,Davies,Bielak,,2:41,N,,.92,--,
28,Sunday Aug 23,boxscore,HOU,@,SDP,L,3,5,,15-13,2,4.5,Stammen,Paredes,Pagan,3:04,D,,.98,---,
29,Monday Aug 24,boxscore,HOU,,LAA,W,11,4,,16-13,2,3.5,Valdez,Sandoval,,3:25,N,,1.10,+,
30,Tuesday Aug 25 (1),boxscore,HOU,,LAA,W,6,3,7,17-13,2,4.0,Javier,Suarez,Pressly,2:26,D,,1.07,++,
31,Tuesday Aug 25 (2),boxscore,HOU,,LAA,L,5,12,7,17-14,2,4.0,Pena,Bielak,,3:24,D,,.97,-,
32,Saturday Aug 29 (1),boxscore,HOU,,OAK,W,4,2,7,18-14,2,2.5,McCullers,Bassitt,Pressly,2:07,D,,1.05,+,
33,Saturday Aug 29 (2),boxscore,HOU,,OAK,W,6,3,7,19-14,2,2.5,Greinke,Montas,Pressly,2:33,D,,1.01,++,
34,Tuesday Sep 1,boxscore,HOU,,TEX,L,5,6,10,19-15,2,3.0,Hernandez,Taylor,Montero,3:28,N,,.93,-,
35,Wednesday Sep 2,boxscore,HOU,,TEX,W,2,1,,20-15,2,2.5,Javier,Allard,Pressly,2:27,N,,1.09,+,
36,Thursday Sep 3,boxscore,HOU,,TEX,W,8,4,,21-15,2,2.0,Greinke,Lynn,,3:11,D,,.91,++,
37,Friday Sep 4,boxscore,HOU,@,LAA,L-wo,5,6,11,21-16,2,2.0,Andriese,Raley,,4:27,N,,.71,-,
38,Saturday Sep 5 (1),boxscore,HOU,@,LAA,L-wo,9,10,7,21-17,2,3.5,Pena,Paredes,,3:01,D,,.80,--,
39,Saturday Sep 5 (2),boxscore,HOU,@,LAA,L,6,7,7,21-18,2,3.5,Ramirez,Castellanos,Buttrey,2:44,N,,.89,---,
40,Sunday Sep 6,boxscore,HOU,@,LAA,L,5,9,,21-19,2,3.5,Mayers,Valdez,,3:28,D,,1.01,----,
41,Monday Sep 7,boxscore,HOU,@,OAK,L,0,6,,21-20,2,4.5,Bassitt,Javier,,2:55,N,,1.25,-----,
42,Tuesday Sep 8 (1),boxscore,HOU,@,OAK,L,2,4,7,21-21,2,4.5,Montas,Greinke,Hendriks,2:23,D,,1.36,------,
43,Tuesday Sep 8 (2),boxscore,HOU,@,OAK,W,5,4,7,22-21,2,4.5,Paredes,Wendelken,Pressly,2:52,D,,1.36,+,
44,Wednesday Sep 9,boxscore,HOU,@,OAK,L-wo,2,3,,22-22,2,5.5,Hendriks,Pressly,,2:53,N,,1.27,-,
45,Thursday Sep 10,boxscore,HOU,@,OAK,L,1,3,,22-23,2,6.5,Manaea,Urquidy,Hendriks,2:18,D,,1.20,--,
46,Saturday Sep 12,boxscore,HOU,@,LAD,W,7,5,,23-23,2,6.5,James,Jansen,Pressly,3:15,N,,1.11,+,
47,Sunday Sep 13,boxscore,HOU,@,LAD,L,1,8,,23-24,2,6.5,Gonzalez,Greinke,,2:52,N,,1.09,-,
48,Tuesday Sep 15,boxscore,HOU,,TEX,W,4,1,,24-24,2,5.5,Urquidy,Goody,Pressly,3:00,N,,1.40,+,
49,Wednesday Sep 16,boxscore,HOU,,TEX,L,0,1,,24-25,2,6.5,Gibson,Pressly,,2:36,N,,1.18,-,
50,Thursday Sep 17,boxscore,HOU,,TEX,W,2,1,,25-25,2,6.0,Valdez,Lyles,Raley,2:33,N,,1.33,+,
51,Friday Sep 18,boxscore,HOU,,ARI,L,3,6,,25-26,2,7.0,Gallen,Garcia,Crichton,3:08,N,,.86,-,
52,Saturday Sep 19,boxscore,HOU,,ARI,W,3,2,,26-26,2,7.0,Paredes,Weaver,Pressly,2:37,N,,1.00,+,
53,Sunday Sep 20,boxscore,HOU,,ARI,W,3,2,,27-26,2,6.0,Taylor,Guerra,Pressly,3:04,D,,.96,++,
54,Monday Sep 21,boxscore,HOU,@,SEA,L,1,6,,27-27,2,6.5,Gonzales,McCullers,,2:34,N,,.74,-,
55,Tuesday Sep 22,boxscore,HOU,@,SEA,W,6,1,,28-27,2,5.5,Valdez,Sadler,,3:06,N,,1.32,+,
56,Wednesday Sep 23,boxscore,HOU,@,SEA,L,2,3,,28-28,2,6.5,Margevicius,Greinke,Hirano,3:09,D,,.33,-,
57,Thursday Sep 24,boxscore,HOU,@,TEX,W,12,4,,29-28,2,5.5,Javier,Lynn,,3:11,N,,.75,+,
58,Friday Sep 25,boxscore,HOU,@,TEX,L-wo,4,5,10,29-29,2,6.5,Martin,Paredes,,3:15,N,,.26,-,
59,Saturday Sep 26,boxscore,HOU,@,TEX,L,1,6,,29-30,2,6.0,Herget,Bielak,,2:44,N,,.06,--,
60,Sunday Sep 27,boxscore,HOU,@,TEX,L,4,8,,29-31,2,7.0,Benjamin,De Jong,,3:28,D,,.07,---,
